,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
407,7,Via castagna s/n,1,it,{'typology': 'flat'},593461,False,,2,False,False,False,True,False,41.2576901,13.7129586,Minturno,False,24,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",175000.0,1190.0,16903798,flat,Latina,4,True,147.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via castagna s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/97/b2/3b/204795942.jpg,https://www.idealista.it/immobile/16903798/
408,8,Sant`Agapito,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593453,False,V064,,False,False,,True,False,41.5648382,14.2194308,Sant`Agapito,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",180000.0,947.0,17659025,chalet,Isernia,9,False,190.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/52/1d/44/220549899.jpg,https://www.idealista.it/immobile/17659025/
409,9,Petacciato,1,it,"{'typology': 'flat', 'subTypology': 'studio'}",593434,False,0430,1,False,False,False,True,False,42.032526,14.8520425,Petacciato,False,2,sale,,29000.0,967.0,14895696,studio,Campobasso,1,False,30.0,good,"{'subtitle': 'Petacciato', 'title': 'Estudio'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c8/7c/b6/168405581.jpg,https://www.idealista.it/immobile/14895696/
410,10,Piazza Marconi s/n,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593419,False,VRA-1360,,False,False,,False,False,41.6776514,14.3850102,Chiauci,False,6,sale,,15000.0,214.0,13055943,chalet,Isernia,3,True,70.0,renew,"{'subtitle': 'Chiauci', 'title': 'Casa independiente en Piazza Marconi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2c/61/37/124550723.jpg,https://www.idealista.it/immobile/13055943/
411,11,Via Romanelli s/n,2,it,{'typology': 'flat'},593400,False,A340,1,False,False,False,False,False,41.2571057,13.7106978,Minturno,False,22,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",198000.0,1650.0,16681582,flat,Latina,4,True,120.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Romanelli s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d9/6a/66/200291631.jpg,https://www.idealista.it/immobile/16681582/
412,12,Via giueppe e giulia romanelli s/n,1,it,{'typology': 'flat'},593400,False,A169,2,False,False,False,False,False,41.2571057,13.7106978,Minturno,False,7,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",145000.0,1813.0,8509098,flat,Latina,4,True,80.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via giueppe e giulia romanelli s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ce/f4/f5/38424931.jpg,https://www.idealista.it/immobile/8509098/
413,13,Minturno,1,it,{'typology': 'flat'},593394,False,1920,1,False,False,False,False,False,41.2597394,13.7153117,Minturno,False,38,sale,,88000.0,1100.0,15504632,flat,Latina,3,False,80.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ab/e6/d3/178683792.jpg,https://www.idealista.it/immobile/15504632/
414,14,Via Monte Natale inferiore,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593394,False,,,False,False,,True,False,41.2693619,13.7325412,Minturno,False,43,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",330000.0,1500.0,17259121,chalet,Latina,9,False,220.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Monte Natale inferiore'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/15/a3/5a/212043381.jpg,https://www.idealista.it/immobile/17259121/
415,15,Via Guglielmo Capolino s/n,2,it,{'typology': 'flat'},593384,False,A353,2,False,False,False,False,False,41.2555801,13.707618,Minturno,False,25,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",300000.0,2609.0,17705596,flat,Latina,4,True,115.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Guglielmo Capolino s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/64/f8/1f/227560105.jpg,https://www.idealista.it/immobile/17705596/
416,16,Santu Lussurgiu,1,it,"{'typology': 'flat', 'subTypology': 'studio'}",593377,False,LussurgiuMontiferru,bj,False,False,False,False,False,40.14047,8.65765,Santu Lussurgiu,False,3,sale,,18000.0,225.0,10140325,studio,Oristano,1,False,80.0,renew,"{'subtitle': 'Santu Lussurgiu', 'title': 'Estudio'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/56/02/4d/66037231.jpg,https://www.idealista.it/immobile/10140325/
417,17,"Via Capolino II, 24",1,it,"{'typology': 'flat', 'subTypology': 'penthouse'}",593376,False,,2,False,False,False,False,False,41.254714,13.705892,Minturno,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",150000.0,2419.0,17478391,penthouse,Latina,2,True,62.0,good,"{'subtitle': 'Minturno', 'title': 'Ático en Via Capolino II, 24'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/7d/09/39/216499358.jpg,https://www.idealista.it/immobile/17478391/
418,18,Via Pescocupo s/n,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593372,False,VRA-1018,,False,False,,True,False,41.6398539,14.3295407,Sessano del Molise,False,9,sale,,45000.0,375.0,13334402,chalet,Isernia,7,True,120.0,good,"{'subtitle': 'Sessano del Molise', 'title': 'Casa independiente en Via Pescocupo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a7/bf/70/218998500.jpg,https://www.idealista.it/immobile/13334402/
419,19,Montenero di Bisaccia,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593368,False,rif 203 (54380314),,False,False,,False,False,41.9705957,14.7750439,Montenero di Bisaccia,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",143000.0,572.0,13698977,chalet,Campobasso,13,False,250.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/cb/3a/df/154684693.jpg,https://www.idealista.it/immobile/13698977/
420,20,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593332,False,CV22,,False,False,,False,False,42.0331551,14.851143,Petacciato,False,24,sale,,110000.0,1222.0,17036472,chalet,Campobasso,5,False,90.0,good,"{'subtitle': 'Petacciato', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/13/d9/fd/207641604.jpg,https://www.idealista.it/immobile/17036472/
421,21,Via del Mare,1,it,"{'typology': 'flat', 'subTypology': 'studio'}",593319,False,18162,1,False,False,False,False,False,42.0358666,14.8542163,Petacciato,False,7,sale,,35000.0,1400.0,16983837,studio,Campobasso,1,False,25.0,good,"{'subtitle': 'Petacciato', 'title': 'Estudio en Via del Mare'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/87/d0/17/206372720.jpg,https://www.idealista.it/immobile/16983837/
422,22,Via Festarola s/n,1,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593316,False,A356,,False,False,,True,False,41.2652329,13.7235893,Minturno,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",175000.0,1750.0,18035661,chalet,Latina,3,True,100.0,renew,"{'subtitle': 'Minturno', 'title': 'Villa en Via Festarola s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/6a/6f/7d/227722850.jpg,https://www.idealista.it/immobile/18035661/
423,23,"Strada statale 7 via appia, 370",1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593306,False,A209,,False,False,,False,False,41.2565298,13.7077606,Minturno,False,18,sale,,148000.0,1644.0,10002814,chalet,Latina,3,True,90.0,good,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Strada statale 7 via appia, 370'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/eb/f8/60/62966010.jpg,https://www.idealista.it/immobile/10002814/
424,24,Via Mediterraneo,1,it,{'typology': 'flat'},593306,False,13/19,2,False,False,False,False,False,42.0328846,14.8503978,Petacciato,False,9,sale,,44000.0,1100.0,16656866,flat,Campobasso,3,False,40.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Mediterraneo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/39/d0/db/199890489.jpg,https://www.idealista.it/immobile/16656866/
425,25,Pesche,4,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593303,False,V047,2,False,False,,True,False,41.6065334,14.2792698,Pesche,False,19,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",395000.0,1073.0,16556980,chalet,Isernia,13,False,368.0,good,"{'subtitle': 'Pesche', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/89/90/ec/198119374.jpg,https://www.idealista.it/immobile/16556980/
426,26,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593275,False,CV23,,False,False,,False,False,42.0327551,14.849743,Petacciato,False,24,sale,,85000.0,944.0,17036473,chalet,Campobasso,3,False,90.0,good,"{'subtitle': 'Petacciato', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e9/ab/6c/207641629.jpg,https://www.idealista.it/immobile/17036473/
427,27,Via Solacciano,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593264,False,,,False,False,,True,False,41.2712621,13.7333152,Minturno,False,29,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",240000.0,1200.0,14912605,chalet,Latina,7,False,200.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Solacciano'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b6/2f/d2/168730073.jpg,https://www.idealista.it/immobile/14912605/
428,28,Via MASTROPIETRO s/n,6,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",593242,False,MQ039,,False,False,,False,False,41.6077393,14.2799679,Pesche,False,1,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",350000.0,519.0,14711652,chalet,Isernia,8,True,675.0,renew,"{'subtitle': 'Pesche', 'title': 'Chalet pareado en Via MASTROPIETRO s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b7/c2/a5/156702089.jpg,https://www.idealista.it/immobile/14711652/
429,29,Minturno,2,it,{'typology': 'flat'},593238,False,01-398,1,False,False,,False,False,41.260549,13.7136217,Minturno,False,12,sale,,220000.0,2200.0,12038540,flat,Latina,3,False,100.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b2/7a/2f/111072360.jpg,https://www.idealista.it/immobile/12038540/
430,30,"Via leonardo da vinci, 13",4,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",593226,False,MQ019,,False,False,,False,False,41.6026864,14.272167,Pesche,False,19,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",230000.0,958.0,13095130,chalet,Isernia,6,True,240.0,good,"{'subtitle': 'Pesche', 'title': 'Chalet pareado en Via leonardo da vinci, 13'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/38/ae/0e/125686282.jpg,https://www.idealista.it/immobile/13095130/
431,31,Montefalcone nel Sannio,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593216,False,CV07,,False,False,,False,False,41.8662133,14.6394388,Montefalcone nel Sannio,False,15,sale,,18000.0,450.0,17036463,chalet,Campobasso,3,False,40.0,,"{'subtitle': 'Montefalcone nel Sannio', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3b/44/dd/224702231.jpg,https://www.idealista.it/immobile/17036463/
432,32,Via Leonardo da Vinci s/n,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593215,False,VRA-1585,,False,False,,True,False,41.6025915,14.2718359,Pesche,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",185000.0,399.0,17903229,chalet,Isernia,6,True,464.0,good,"{'subtitle': 'Pesche', 'title': 'Chalet adosado en Via Leonardo da Vinci s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/85/11/e5/225195742.jpg,https://www.idealista.it/immobile/17903229/
433,33,Minturno,3,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593209,False,01-V000240,,False,False,,False,False,41.2562623,13.705325,Minturno,False,35,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",350000.0,1522.0,17146207,chalet,Latina,8,False,230.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/61/49/209788723.jpg,https://www.idealista.it/immobile/17146207/
434,34,"Via Monte d'Oro, 10",2,it,{'typology': 'flat'},593206,False,A183VRG,1,False,False,False,True,False,41.2530821,13.6995306,Minturno,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",230000.0,1704.0,18105310,flat,Latina,5,True,135.0,good,"{'subtitle': 'Minturno', 'title': ""Piso en Via Monte d'Oro, 10""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4d/3c/a1/229023060.jpg,https://www.idealista.it/immobile/18105310/
435,35,Minturno,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593181,False,a284,,False,False,,False,False,41.2659977,13.7222478,Minturno,False,20,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",295000.0,1180.0,12836821,chalet,Latina,7,False,250.0,good,"{'subtitle': 'Minturno', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5a/6b/88/118333983.jpg,https://www.idealista.it/immobile/12836821/
436,36,"Via appia, 531",1,it,{'typology': 'flat'},593178,False,,3,False,False,False,False,False,41.257047,13.706112,Minturno,False,5,sale,,80000.0,1250.0,12013453,flat,Latina,3,True,64.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via appia, 531'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2b/6c/e4/101394664.jpg,https://www.idealista.it/immobile/12013453/
437,37,"Via Mediterraneo, 36",1,it,{'typology': 'flat'},593164,False,,1,False,False,False,False,False,42.0330317,14.848268,Petacciato,False,7,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",80000.0,1333.0,17710643,flat,Campobasso,4,True,60.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Mediterraneo, 36'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/cb/34/e3/221541694.jpg,https://www.idealista.it/immobile/17710643/
438,38,"Via Mediterraneo, 36",1,it,{'typology': 'flat'},593164,False,,1,False,False,False,False,False,42.0330317,14.848268,Petacciato,False,9,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",60000.0,968.0,14560245,flat,Campobasso,4,True,62.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Mediterraneo, 36'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1c/71/34/153429153.jpg,https://www.idealista.it/immobile/14560245/
439,39,Santu Lussurgiu,4,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593151,False,(54676627),,False,False,,False,False,40.14267,8.65455,Santu Lussurgiu,False,14,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",115000.0,639.0,13946967,chalet,Oristano,10,False,180.0,renew,"{'subtitle': 'Santu Lussurgiu', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2e/68/01/167196424.jpg,https://www.idealista.it/immobile/13946967/
440,40,Contrada RIO s/n,5,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",593145,False,,,False,False,,False,False,41.5820182,14.2397886,Isernia,False,31,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",216000.0,540.0,17616944,chalet,Isernia,8,True,400.0,good,"{'subtitle': 'Isernia', 'title': 'Chalet pareado en Contrada RIO s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/58/7f/f4/219628283.jpg,https://www.idealista.it/immobile/17616944/
441,41,olivella,1,it,{'typology': 'flat'},593135,False,Cp0118,2,False,False,False,False,False,41.2576384,13.7063141,Minturno,False,10,sale,,139000.0,1448.0,12666640,flat,Latina,5,False,96.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en olivella'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/90/56/27/113554154.jpg,https://www.idealista.it/immobile/12666640/
442,42,Via Mediterraneo,1,it,{'typology': 'flat'},593129,False,25/19,2,False,False,False,False,False,42.0346846,14.8496978,Petacciato,False,10,sale,,60000.0,1000.0,17013511,flat,Campobasso,3,False,60.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Mediterraneo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/dc/fc/f1/207210146.jpg,https://www.idealista.it/immobile/17013511/
443,43,"Via Caracciolo Carafa, 16",1,it,{'typology': 'flat'},593115,False,,1,False,False,False,False,False,41.2547651,13.700737,Minturno,False,16,sale,,128000.0,2207.0,18027354,flat,Latina,2,True,58.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Caracciolo Carafa, 16'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c0/01/1f/227573707.jpg,https://www.idealista.it/immobile/18027354/
444,44,Via olivella s/n,1,it,{'typology': 'flat'},593115,False,A335,2,False,False,False,False,False,41.2588237,13.7080441,Minturno,False,16,sale,,140000.0,1556.0,16496644,flat,Latina,3,True,90.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via olivella s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2f/93/e0/197017444.jpg,https://www.idealista.it/immobile/16496644/
445,45,Via del Golfo di Gaeta,1,it,{'typology': 'flat'},593068,False,75902226,1,False,False,False,True,False,41.2562959,13.7025408,Minturno,False,10,sale,,150000.0,1579.0,17792138,flat,Latina,3,False,95.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via del Golfo di Gaeta'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9b/6d/c4/223062795.jpg,https://www.idealista.it/immobile/17792138/
446,46,Via Solacciano s/n,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593058,False,B/50 (54822554),,False,False,,False,False,41.272666,13.7316986,Minturno,False,29,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",450000.0,1250.0,14750283,chalet,Latina,6,True,360.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Solacciano s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a2/9e/1b/160165535.jpg,https://www.idealista.it/immobile/14750283/
447,47,Via solacciano s/n,2,it,"{'typology': 'countryHouse', 'subTypology': 'casalicascine'}",593058,False,B/26 (54264271),,False,False,,False,False,41.272666,13.7316986,Minturno,False,6,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",160000.0,457.0,13631420,countryHouse,Latina,8,True,350.0,good,"{'subtitle': 'Minturno', 'title': 'Casa de campo/granja en Via solacciano s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/6e/fe/20/154774626.jpg,https://www.idealista.it/immobile/13631420/
448,48,Via golfo di gaeta s/n,2,it,{'typology': 'flat'},593049,False,A352,bj,False,False,False,False,False,41.2561327,13.701861,Minturno,False,9,sale,,145000.0,2071.0,17672026,flat,Latina,3,True,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via golfo di gaeta s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f6/03/2a/220817732.jpg,https://www.idealista.it/immobile/17672026/
